subject	roi	quadrant	condition	n_trials	n_voxels	mean_beta
6	V3	upper_right	neutral	396	34	0.14847490191459656
6	V3	upper_left	target	180	23	0.10504413396120071
6	V3	upper_left	distractor	144	23	0.21618326008319855
6	V3	upper_left	neutral	396	23	0.17896215617656708
6	V3	lower_left	target	180	11	-0.08622986823320389
6	V3	lower_left	distractor	144	11	-0.15223903954029083
6	V3	lower_left	neutral	396	11	-0.09673213958740234
6	V3	lower_right	target	180	34	0.036654528230428696
6	V3	lower_right	distractor	144	34	-0.006020350381731987
6	V3	lower_right	neutral	396	34	0.03580932319164276
6	V3AB	upper_right	target	180	10	-0.9970333576202393
6	V3AB	upper_right	distractor	144	10	-1.0755351781845093
6	V3AB	upper_right	neutral	396	10	-1.045790433883667
6	V3AB	upper_left	target	180	23	-0.7174443602561951
6	V3AB	upper_left	distractor	144	23	-0.7719422578811646
6	V3AB	upper_left	neutral	396	23	-0.8394342064857483
6	V3AB	lower_left	target	180	33	-0.3097427487373352
6	V3AB	lower_left	distractor	144	33	-0.34346842765808105
6	V3AB	lower_left	neutral	396	33	-0.3380434513092041
6	V3AB	lower_right	target	180	27	0.3365936577320099
6	V3AB	lower_right	distractor	144	27	0.38780152797698975
6	V3AB	lower_right	neutral	396	27	0.3675733208656311
6	hV4	upper_right	target	180	13	0.020850377157330513
6	hV4	upper_right	distractor	144	13	-0.027977880090475082
6	hV4	upper_right	neutral	396	13	-0.07285358011722565
6	hV4	upper_left	target	180	14	0.28086188435554504
6	hV4	upper_left	distractor	144	14	0.45530784130096436
6	hV4	upper_left	neutral	396	14	0.33819496631622314
6	LO2	upper_right	target	180	15	0.29933685064315796
6	LO2	upper_right	distractor	144	15	0.31213685870170593
6	LO2	upper_right	neutral	396	15	0.2441568821668625
6	LO2	upper_left	target	180	5	-0.057081520557403564
6	LO2	upper_left	distractor	144	5	-0.06906355172395706
6	LO2	upper_left	neutral	396	5	-0.09936536848545074
6	LO2	lower_left	target	180	8	-0.21542002260684967
6	LO2	lower_left	distractor	144	8	-0.1675075739622116
6	LO2	lower_left	neutral	396	8	-0.17725491523742676
6	LO2	lower_right	target	180	6	0.47897085547447205
6	LO2	lower_right	distractor	144	6	0.2962316870689392
6	LO2	lower_right	neutral	396	6	0.3029761016368866
6	TO1	lower_left	target	180	7	0.3194621205329895
6	TO1	lower_left	distractor	144	7	0.305103600025177
6	TO1	lower_left	neutral	396	7	0.3038801848888397
6	TO1	lower_right	target	180	9	-0.10191328078508377
6	TO1	lower_right	distractor	144	9	-0.12104039639234543
6	TO1	lower_right	neutral	396	9	-0.13342326879501343
6	TO2	upper_right	target	180	8	-0.30690956115722656
6	TO2	upper_right	distractor	144	8	-0.3158367872238159
6	TO2	upper_right	neutral	396	8	-0.23483684659004211
6	TO2	lower_right	target	180	6	-0.04801912233233452
6	TO2	lower_right	distractor	144	6	-0.028444640338420868
6	TO2	lower_right	neutral	396	6	-0.05053449422121048
7	V1	upper_right	target	180	7	0.1357651650905609
7	V1	upper_right	distractor	144	7	0.4342368245124817
7	V1	upper_right	neutral	396	7	0.18833403289318085
7	V1	upper_left	target	180	81	0.6701398491859436
7	V1	upper_left	distractor	144	81	0.5848894119262695
7	V1	upper_left	neutral	396	81	0.6701551675796509
7	V1	lower_left	target	180	61	1.0422828197479248
7	V1	lower_left	distractor	144	61	0.9694592952728271
7	V1	lower_left	neutral	396	61	0.9940192699432373
7	V1	lower_right	target	180	20	-0.009593391790986061
7	V1	lower_right	distractor	144	20	0.08869385719299316
7	V1	lower_right	neutral	396	20	0.06238776445388794
7	V2	upper_right	target	180	12	-0.20006917417049408
7	V2	upper_right	distractor	144	12	-0.11475784331560135
7	V2	upper_right	neutral	396	12	-0.22147345542907715
7	V2	upper_left	target	180	44	0.8428398966789246
7	V2	upper_left	distractor	144	44	0.7671661376953125
7	V2	upper_left	neutral	396	44	0.8051499128341675
7	V2	lower_left	target	180	38	-0.061231691390275955
7	V2	lower_left	distractor	144	38	-0.18850217759609222
7	V2	lower_left	neutral	396	38	-0.11906427145004272
7	V2	lower_right	target	180	39	0.5553101301193237
7	V2	lower_right	distractor	144	39	0.4575820565223694
7	V2	lower_right	neutral	396	39	0.35410910844802856
7	V3	upper_right	target	180	26	0.2629176378250122
7	V3	upper_right	distractor	144	26	0.06449124217033386
7	V3	upper_right	neutral	396	26	0.048814620822668076
7	V3	upper_left	target	180	32	-1.112337589263916
7	V3	upper_left	distractor	144	32	-0.963765025138855
7	V3	upper_left	neutral	396	32	-0.8113706111907959
7	V3	lower_left	target	180	24	-0.14590106904506683
7	V3	lower_left	distractor	144	24	-0.21583083271980286
7	V3	lower_left	neutral	396	24	-0.13939251005649567
7	V3	lower_right	target	180	24	-0.5164355635643005
7	V3	lower_right	distractor	144	24	-0.4522935152053833
7	V3	lower_right	neutral	396	24	-0.2988639175891876
7	V3AB	upper_right	target	180	22	0.5997724533081055
7	V3AB	upper_right	distractor	144	22	0.4819697141647339
7	V3AB	upper_right	neutral	396	22	0.3266761898994446
7	V3AB	upper_left	target	180	17	0.08183892071247101
7	V3AB	upper_left	distractor	144	17	-0.09186073392629623
7	V3AB	upper_left	neutral	396	17	-0.03890860080718994
7	V3AB	lower_left	target	180	46	0.3516610860824585
7	V3AB	lower_left	distractor	144	46	0.44497352838516235
7	V3AB	lower_left	neutral	396	46	0.45453429222106934
7	V3AB	lower_right	target	180	17	-0.020136112347245216
7	V3AB	lower_right	distractor	144	17	0.14395779371261597
7	V3AB	lower_right	neutral	396	17	0.05039004981517792
7	hV4	upper_left	target	180	13	1.7644456624984741
7	hV4	upper_left	distractor	144	13	2.052219867706299
7	hV4	upper_left	neutral	396	13	1.833372950553894
7	hV4	lower_left	target	180	5	0.08425688743591309
7	hV4	lower_left	distractor	144	5	-0.007859324105083942
7	hV4	lower_left	neutral	396	5	0.10594683885574341
7	LO1	upper_right	target	180	5	0.3202442526817322
7	LO1	upper_right	distractor	144	5	0.30893388390541077
7	LO1	upper_right	neutral	396	5	0.2920382022857666
7	LO1	upper_left	target	180	7	0.4615531861782074
7	LO1	upper_left	distractor	144	7	0.4308246374130249
7	LO1	upper_left	neutral	396	7	0.5295665860176086
7	LO2	upper_right	target	180	11	0.05808310583233833
7	LO2	upper_right	distractor	144	11	0.05576251447200775
7	LO2	upper_right	neutral	396	11	0.04102758318185806
7	LO2	upper_left	target	180	14	0.6313015818595886
7	LO2	upper_left	distractor	144	14	0.5283814668655396
7	LO2	upper_left	neutral	396	14	0.5622860789299011
7	LO2	lower_left	target	180	13	0.3748616874217987
7	LO2	lower_left	distractor	144	13	0.36627820134162903
7	LO2	lower_left	neutral	396	13	0.2936640977859497
7	LO2	lower_right	target	180	11	0.299898624420166
7	LO2	lower_right	distractor	144	11	0.39453980326652527
7	LO2	lower_right	neutral	396	11	0.3380421996116638
7	TO1	upper_right	target	180	6	0.7518959641456604
7	TO1	upper_right	distractor	144	6	0.7639129161834717
7	TO1	upper_right	neutral	396	6	0.7730415463447571
7	TO1	upper_left	target	180	15	0.12086452543735504
7	TO1	upper_left	distractor	144	15	0.05147762596607208
7	TO1	upper_left	neutral	396	15	0.05877362936735153
7	TO1	lower_left	target	180	7	0.4881725609302521
7	TO1	lower_left	distractor	144	7	0.4036843180656433
7	TO1	lower_left	neutral	396	7	0.4496685862541199
7	TO1	lower_right	target	180	11	0.0707307904958725
7	TO1	lower_right	distractor	144	11	0.19009245932102203
7	TO1	lower_right	neutral	396	11	0.1753282994031906
7	TO2	upper_right	target	180	5	0.3592787981033325
7	TO2	upper_right	distractor	144	5	0.27262386679649353
7	TO2	upper_right	neutral	396	5	0.24781176447868347
7	TO2	lower_right	target	180	7	0.3379831612110138
7	TO2	lower_right	distractor	144	7	0.3269657492637634
7	TO2	lower_right	neutral	396	7	0.30126363039016724
9	V1	upper_right	target	180	24	-0.6876421570777893
9	V1	upper_right	distractor	144	24	-0.5405173897743225
9	V1	upper_right	neutral	396	24	-0.5516543388366699
9	V1	upper_left	target	180	35	0.30202019214630127
9	V1	upper_left	distractor	144	35	0.18791206181049347
9	V1	upper_left	neutral	396	35	0.3875633776187897
9	V1	lower_left	target	180	46	0.5220677852630615
9	V1	lower_left	distractor	144	46	0.41294971108436584
9	V1	lower_left	neutral	396	46	0.4236900210380554
9	V1	lower_right	target	180	77	0.29524821043014526
9	V1	lower_right	distractor	144	77	0.2357431799173355
9	V1	lower_right	neutral	396	77	0.19422116875648499
9	V2	upper_right	target	180	30	0.1445559412240982
9	V2	upper_right	distractor	144	30	-0.030222931876778603
9	V2	upper_right	neutral	396	30	-0.014987416565418243
9	V2	upper_left	target	180	14	-0.19096730649471283
9	V2	upper_left	distractor	144	14	-0.342879980802536
9	V2	upper_left	neutral	396	14	-0.32526901364326477
9	V2	lower_left	target	180	23	-0.34760478138923645
9	V2	lower_left	distractor	144	23	-0.4028099775314331
9	V2	lower_left	neutral	396	23	-0.41327694058418274
9	V2	lower_right	target	180	34	-0.07370395213365555
9	V2	lower_right	distractor	144	34	-0.12437897175550461
9	V2	lower_right	neutral	396	34	-0.12417098134756088
9	V3	upper_right	target	180	53	0.169818714261055
9	V3	upper_right	distractor	144	53	0.03598487377166748
9	V3	upper_right	neutral	396	53	0.07870496064424515
9	V3	upper_left	target	180	26	-0.6008281707763672
9	V3	upper_left	distractor	144	26	-0.6264876127243042
9	V3	upper_left	neutral	396	26	-0.5178189277648926
9	V3	lower_left	target	180	16	-0.052830345928668976
9	V3	lower_left	distractor	144	16	-0.07693853974342346
9	V3	lower_left	neutral	396	16	-0.12872444093227386
9	V3	lower_right	target	180	40	-0.2882707417011261
9	V3	lower_right	distractor	144	40	-0.47128498554229736
9	V3	lower_right	neutral	396	40	-0.5425236225128174
9	V3AB	upper_right	target	180	29	1.8676995038986206
9	V3AB	upper_right	distractor	144	29	1.3642408847808838
9	V3AB	upper_right	neutral	396	29	1.5596085786819458
9	V3AB	upper_left	target	180	15	0.33999863266944885
9	V3AB	upper_left	distractor	144	15	0.0930452048778534
9	V3AB	upper_left	neutral	396	15	0.08580159395933151
9	V3AB	lower_left	target	180	49	-0.052505526691675186
9	V3AB	lower_left	distractor	144	49	0.014441602863371372
9	V3AB	lower_left	neutral	396	49	-0.16660933196544647
9	V3AB	lower_right	target	180	45	0.06031627580523491
9	V3AB	lower_right	distractor	144	45	-0.048415374010801315
9	V3AB	lower_right	neutral	396	45	-0.02322087623178959
9	hV4	upper_left	target	180	14	-0.08843856304883957
9	hV4	upper_left	distractor	144	14	-0.2199920117855072
9	hV4	upper_left	neutral	396	14	-0.17999863624572754
9	hV4	lower_left	target	180	7	-0.3784668743610382
9	hV4	lower_left	distractor	144	7	-0.24889230728149414
9	hV4	lower_left	neutral	396	7	-0.3511229157447815
9	LO1	upper_right	target	180	5	0.03857812285423279
9	LO1	upper_right	distractor	144	5	0.17025457322597504
9	LO1	upper_right	neutral	396	5	0.1379421353340149
9	LO1	upper_left	target	180	11	0.004817682318389416
9	LO1	upper_left	distractor	144	11	-0.0332813486456871
9	LO1	upper_left	neutral	396	11	-0.02560838870704174
9	LO1	lower_left	target	180	6	-0.11620750278234482
9	LO1	lower_left	distractor	144	6	0.01150650717318058
9	LO1	lower_left	neutral	396	6	-0.1252821683883667
9	LO1	lower_right	target	180	6	-0.03955884650349617
9	LO1	lower_right	distractor	144	6	-0.06380697339773178
9	LO1	lower_right	neutral	396	6	-0.07511497288942337
9	LO2	upper_right	target	180	6	-0.08231765776872635
9	LO2	upper_right	distractor	144	6	-0.10359163582324982
9	LO2	upper_right	neutral	396	6	-0.08743637055158615
9	LO2	upper_left	target	180	20	0.3573881685733795
9	LO2	upper_left	distractor	144	20	0.26432910561561584
9	LO2	upper_left	neutral	396	20	0.381352961063385
9	LO2	lower_left	target	180	13	0.055064041167497635
9	LO2	lower_left	distractor	144	13	0.024022134020924568
9	LO2	lower_left	neutral	396	13	-0.08708059787750244
9	LO2	lower_right	target	180	9	-0.0273332167416811
9	LO2	lower_right	distractor	144	9	-0.08783434331417084
9	LO2	lower_right	neutral	396	9	-0.0748077929019928
9	TO1	upper_left	target	180	8	-0.027854882180690765
9	TO1	upper_left	distractor	144	8	-0.1517035961151123
9	TO1	upper_left	neutral	396	8	-0.08062852174043655
9	TO1	lower_left	target	180	6	-0.0044903201051056385
9	TO1	lower_left	distractor	144	6	-0.1250782459974289
9	TO1	lower_left	neutral	396	6	-0.22229422628879547
9	TO2	upper_right	target	180	11	0.18149632215499878
9	TO2	upper_right	distractor	144	11	0.04786650091409683
9	TO2	upper_right	neutral	396	11	-0.017467834055423737
10	V1	upper_right	target	180	17	0.1756190061569214
10	V1	upper_right	distractor	144	17	0.10177670419216156
10	V1	upper_right	neutral	396	17	-0.10246313363313675
10	V1	upper_left	target	180	59	0.2992892563343048
10	V1	upper_left	distractor	144	59	0.49333369731903076
10	V1	upper_left	neutral	396	59	0.5229471921920776
10	V1	lower_left	target	180	35	0.32755863666534424
10	V1	lower_left	distractor	144	35	0.15650403499603271
10	V1	lower_left	neutral	396	35	0.22625108063220978
10	V1	lower_right	target	180	38	0.22706128656864166
10	V1	lower_right	distractor	144	38	0.22767861187458038
10	V1	lower_right	neutral	396	38	0.23592324554920197
10	V2	upper_right	target	180	30	0.17537283897399902
10	V2	upper_right	distractor	144	30	0.45796141028404236
10	V2	upper_right	neutral	396	30	-0.023989979177713394
10	V2	upper_left	target	180	20	0.21508090198040009
10	V2	upper_left	distractor	144	20	0.11550287157297134
10	V2	upper_left	neutral	396	20	0.14929042756557465
10	V2	lower_left	target	180	14	-0.138069286942482
10	V2	lower_left	distractor	144	14	-0.33352673053741455
10	V2	lower_left	neutral	396	14	-0.3050893247127533
10	V2	lower_right	target	180	28	-0.31958362460136414
10	V2	lower_right	distractor	144	28	-0.3935736417770386
10	V2	lower_right	neutral	396	28	-0.31429821252822876
10	V3	upper_right	target	180	22	-0.430603951215744
10	V3	upper_right	distractor	144	22	-0.4299580454826355
10	V3	upper_right	neutral	396	22	-0.48982879519462585
10	V3	upper_left	target	180	12	2.217552661895752
10	V3	upper_left	distractor	144	12	2.3585333824157715
10	V3	upper_left	neutral	396	12	2.43697452545166
10	V3	lower_left	target	180	18	-0.17918163537979126
10	V3	lower_left	distractor	144	18	-0.4527672231197357
10	V3	lower_left	neutral	396	18	-0.40779656171798706
10	V3	lower_right	target	180	40	-0.3279840648174286
10	V3	lower_right	distractor	144	40	-0.38069090247154236
10	V3	lower_right	neutral	396	40	-0.3767445385456085
10	V3AB	upper_right	target	180	8	-0.5431905388832092
10	V3AB	upper_right	distractor	144	8	-0.5060421228408813
10	V3AB	upper_right	neutral	396	8	-0.5821087956428528
10	V3AB	upper_left	target	180	7	0.29689106345176697
10	V3AB	upper_left	distractor	144	7	0.22127790749073029
10	V3AB	upper_left	neutral	396	7	0.23518632352352142
10	V3AB	lower_left	target	180	33	0.23032739758491516
10	V3AB	lower_left	distractor	144	33	0.24153576791286469
10	V3AB	lower_left	neutral	396	33	0.19183026254177094
10	V3AB	lower_right	target	180	12	-0.3687618374824524
10	V3AB	lower_right	distractor	144	12	-0.2937599718570709
10	V3AB	lower_right	neutral	396	12	-0.3410172760486603
10	hV4	upper_right	target	180	5	3.5611748695373535
10	hV4	upper_right	distractor	144	5	3.5735270977020264
10	hV4	upper_right	neutral	396	5	3.125955581665039
10	hV4	upper_left	target	180	14	1.0026326179504395
10	hV4	upper_left	distractor	144	14	0.6439757943153381
10	hV4	upper_left	neutral	396	14	0.6079261898994446
10	hV4	lower_left	target	180	7	0.8929895758628845
10	hV4	lower_left	distractor	144	7	0.8558119535446167
10	hV4	lower_left	neutral	396	7	0.9070231914520264
10	LO1	lower_left	target	180	9	0.010104808956384659
10	LO1	lower_left	distractor	144	9	0.02643532119691372
10	LO1	lower_left	neutral	396	9	-0.03278655186295509
10	LO2	upper_right	target	180	9	-0.08125606924295425
10	LO2	upper_right	distractor	144	9	-0.04284936934709549
10	LO2	upper_right	neutral	396	9	-0.05370722711086273
10	LO2	upper_left	target	180	7	0.9610592126846313
10	LO2	upper_left	distractor	144	7	0.9148595333099365
10	LO2	upper_left	neutral	396	7	0.9193748831748962
10	LO2	lower_left	target	180	10	0.2010592520236969
10	LO2	lower_left	distractor	144	10	0.1864650845527649
10	LO2	lower_left	neutral	396	10	0.17401427030563354
10	LO2	lower_right	target	180	7	0.7005773782730103
10	LO2	lower_right	distractor	144	7	0.7224822640419006
10	LO2	lower_right	neutral	396	7	0.691264271736145
10	TO1	upper_left	target	180	14	-0.4614335894584656
10	TO1	upper_left	distractor	144	14	-0.4330538511276245
10	TO1	upper_left	neutral	396	14	-0.5010051727294922
10	TO1	lower_right	target	180	6	0.6077420711517334
10	TO1	lower_right	distractor	144	6	0.6145450472831726
10	TO1	lower_right	neutral	396	6	0.6455349922180176
10	TO2	lower_right	target	180	11	0.17627722024917603
10	TO2	lower_right	distractor	144	11	0.14019496738910675
10	TO2	lower_right	neutral	396	11	0.15909580886363983
11	V1	upper_right	target	180	31	0.7564458250999451
11	V1	upper_right	distractor	144	31	0.7888051271438599
11	V1	upper_right	neutral	396	31	0.8566899299621582
11	V1	upper_left	target	180	27	0.3806837201118469
11	V1	upper_left	distractor	144	27	0.42281752824783325
11	V1	upper_left	neutral	396	27	0.3921290636062622
11	V1	lower_left	target	180	40	0.49146509170532227
11	V1	lower_left	distractor	144	40	0.4542745053768158
11	V1	lower_left	neutral	396	40	0.4616403579711914
11	V1	lower_right	target	180	45	1.4890954494476318
11	V1	lower_right	distractor	144	45	1.287066102027893
11	V1	lower_right	neutral	396	45	1.3732519149780273
11	V2	upper_right	target	180	19	0.9230755567550659
11	V2	upper_right	distractor	144	19	0.908268392086029
11	V2	upper_right	neutral	396	19	0.6831215023994446
11	V2	upper_left	target	180	22	0.6525580286979675
11	V2	upper_left	distractor	144	22	0.46132102608680725
11	V2	upper_left	neutral	396	22	0.4557747542858124
11	V2	lower_left	target	180	23	0.3438259959220886
11	V2	lower_left	distractor	144	23	0.30663707852363586
11	V2	lower_left	neutral	396	23	0.23432716727256775
11	V2	lower_right	target	180	17	0.4678231179714203
11	V2	lower_right	distractor	144	17	0.35117948055267334
11	V2	lower_right	neutral	396	17	0.3897709250450134
11	V3	upper_right	target	180	43	0.6656899452209473
11	V3	upper_right	distractor	144	43	0.6568235158920288
11	V3	upper_right	neutral	396	43	0.6050383448600769
11	V3	upper_left	target	180	14	0.652250349521637
11	V3	upper_left	distractor	144	14	0.5456079244613647
11	V3	upper_left	neutral	396	14	0.5650178790092468
11	V3	lower_left	target	180	10	0.0614619143307209
11	V3	lower_left	distractor	144	10	0.04670339077711105
11	V3	lower_left	neutral	396	10	-0.001642880728468299
11	V3	lower_right	target	180	19	0.2933812141418457
11	V3	lower_right	distractor	144	19	0.1981714516878128
11	V3	lower_right	neutral	396	19	0.19679856300354004
11	V3AB	upper_right	target	180	21	1.4122432470321655
11	V3AB	upper_right	distractor	144	21	1.2144408226013184
11	V3AB	upper_right	neutral	396	21	1.0915006399154663
11	V3AB	lower_left	target	180	21	0.2672407925128937
11	V3AB	lower_left	distractor	144	21	0.3478265404701233
11	V3AB	lower_left	neutral	396	21	0.2687045931816101
11	V3AB	lower_right	target	180	17	0.0929478332400322
11	V3AB	lower_right	distractor	144	17	0.08158397674560547
11	V3AB	lower_right	neutral	396	17	0.0963810607790947
11	hV4	upper_right	target	180	9	0.881413459777832
11	hV4	upper_right	distractor	144	9	0.9662749767303467
11	hV4	upper_right	neutral	396	9	0.4257466495037079
11	hV4	upper_left	target	180	12	2.0843255519866943
11	hV4	upper_left	distractor	144	12	1.7241300344467163
11	hV4	upper_left	neutral	396	12	1.6015905141830444
11	hV4	lower_left	target	180	7	-0.401117742061615
11	hV4	lower_left	distractor	144	7	-0.306705504655838
11	hV4	lower_left	neutral	396	7	-0.2558749318122864
11	LO2	lower_left	target	180	7	0.55365389585495
11	LO2	lower_left	distractor	144	7	0.4356827139854431
11	LO2	lower_left	neutral	396	7	0.3856333792209625
11	TO2	lower_right	target	180	6	0.09653138369321823
11	TO2	lower_right	distractor	144	6	0.16960689425468445
11	TO2	lower_right	neutral	396	6	0.11776552349328995
12	V1	upper_right	target	180	22	-0.05430002883076668
12	V1	upper_right	distractor	144	22	-0.05486490577459335
12	V1	upper_right	neutral	396	22	-0.03080463595688343
12	V1	upper_left	target	180	40	0.40926387906074524
12	V1	upper_left	distractor	144	40	0.40862855315208435
12	V1	upper_left	neutral	396	40	0.32887858152389526
12	V1	lower_left	target	180	40	0.056013479828834534
12	V1	lower_left	distractor	144	40	0.03073814883828163
12	V1	lower_left	neutral	396	40	0.0023348801769316196
12	V1	lower_right	target	180	38	-0.19308216869831085
12	V1	lower_right	distractor	144	38	-0.14674966037273407
12	V1	lower_right	neutral	396	38	-0.11136095225811005
12	V2	upper_right	target	180	21	0.9116347432136536
12	V2	upper_right	distractor	144	21	0.6993359327316284
12	V2	upper_right	neutral	396	21	0.7601754665374756
12	V2	upper_left	target	180	24	0.27719515562057495
12	V2	upper_left	distractor	144	24	0.20213866233825684
12	V2	upper_left	neutral	396	24	0.15080857276916504
12	V2	lower_left	target	180	27	0.1941092610359192
12	V2	lower_left	distractor	144	27	0.13530145585536957
12	V2	lower_left	neutral	396	27	0.095184825360775
12	V2	lower_right	target	180	29	-0.11385229229927063
12	V2	lower_right	distractor	144	29	0.14332209527492523
12	V2	lower_right	neutral	396	29	0.12035418301820755
12	V3	upper_right	target	180	21	0.8873783349990845
12	V3	upper_right	distractor	144	21	0.94184410572052
12	V3	upper_right	neutral	396	21	0.855644166469574
12	V3	upper_left	target	180	12	1.252917766571045
12	V3	upper_left	distractor	144	12	1.059820294380188
12	V3	upper_left	neutral	396	12	0.9223672151565552
12	V3	lower_left	target	180	20	-0.04726802930235863
12	V3	lower_left	distractor	144	20	-0.028248002752661705
12	V3	lower_left	neutral	396	20	-0.06552349776029587
12	V3	lower_right	target	180	14	-0.11511431634426117
12	V3	lower_right	distractor	144	14	-0.08857577294111252
12	V3	lower_right	neutral	396	14	-0.11768599599599838
12	V3AB	upper_right	target	180	36	0.24191881716251373
12	V3AB	upper_right	distractor	144	36	0.10875469446182251
12	V3AB	upper_right	neutral	396	36	0.08758123964071274
12	V3AB	upper_left	target	180	19	0.10174278914928436
12	V3AB	upper_left	distractor	144	19	-0.0007566760177724063
12	V3AB	upper_left	neutral	396	19	-0.04129170998930931
12	V3AB	lower_left	target	180	42	0.15009929239749908
12	V3AB	lower_left	distractor	144	42	0.18420696258544922
12	V3AB	lower_left	neutral	396	42	0.1357731819152832
12	V3AB	lower_right	target	180	54	-0.05731040984392166
12	V3AB	lower_right	distractor	144	54	-0.09400253742933273
12	V3AB	lower_right	neutral	396	54	-0.09488464146852493
12	hV4	upper_right	target	180	22	1.2074397802352905
12	hV4	upper_right	distractor	144	22	1.0516397953033447
12	hV4	upper_right	neutral	396	22	1.0060858726501465
12	hV4	upper_left	target	180	7	0.32436153292655945
12	hV4	upper_left	distractor	144	7	0.1801963448524475
12	hV4	upper_left	neutral	396	7	0.2114691287279129
12	hV4	lower_right	target	180	12	0.700082004070282
12	hV4	lower_right	distractor	144	12	0.6767451167106628
12	hV4	lower_right	neutral	396	12	0.6278918981552124
12	LO1	upper_right	target	180	9	0.34691208600997925
12	LO1	upper_right	distractor	144	9	0.38031134009361267
12	LO1	upper_right	neutral	396	9	0.4151565730571747
12	LO1	upper_left	target	180	15	0.9578728675842285
12	LO1	upper_left	distractor	144	15	0.7910899519920349
12	LO1	upper_left	neutral	396	15	0.8457627892494202
12	LO1	lower_right	target	180	6	0.5685528516769409
12	LO1	lower_right	distractor	144	6	0.5644594430923462
12	LO1	lower_right	neutral	396	6	0.46174874901771545
12	LO2	upper_right	target	180	20	0.8116077184677124
12	LO2	upper_right	distractor	144	20	1.0640451908111572
12	LO2	upper_right	neutral	396	20	1.0391552448272705
12	LO2	upper_left	target	180	16	2.080688714981079
12	LO2	upper_left	distractor	144	16	1.9406790733337402
12	LO2	upper_left	neutral	396	16	1.904097080230713
12	LO2	lower_left	target	180	9	-0.010868157260119915
12	LO2	lower_left	distractor	144	9	-0.08345770835876465
12	LO2	lower_left	neutral	396	9	-0.15034963190555573
12	LO2	lower_right	target	180	8	0.23141779005527496
12	LO2	lower_right	distractor	144	8	0.29362091422080994
12	LO2	lower_right	neutral	396	8	0.24734055995941162
12	TO1	upper_right	target	180	9	0.16972419619560242
12	TO1	upper_right	distractor	144	9	0.14415737986564636
12	TO1	upper_right	neutral	396	9	0.19467109441757202
12	TO1	upper_left	target	180	5	0.03292013332247734
12	TO1	upper_left	distractor	144	5	-0.08111623674631119
12	TO1	upper_left	neutral	396	5	-0.14338774979114532
12	TO1	lower_left	target	180	9	0.096701979637146
12	TO1	lower_left	distractor	144	9	0.12157188355922699
12	TO1	lower_left	neutral	396	9	0.06838613003492355
12	TO1	lower_right	target	180	8	0.07279478013515472
12	TO1	lower_right	distractor	144	8	0.07961677759885788
12	TO1	lower_right	neutral	396	8	0.07351282984018326
12	TO2	upper_right	target	180	9	0.11015000939369202
12	TO2	upper_right	distractor	144	9	0.1864648163318634
12	TO2	upper_right	neutral	396	9	0.15162156522274017
12	TO2	lower_right	target	180	10	0.2934042811393738
12	TO2	lower_right	distractor	144	10	0.29170024394989014
12	TO2	lower_right	neutral	396	10	0.2654818594455719
